Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B00464,1306,3.94,3.49,24.3,85.5,37.94,73.16
B00465,1583,3.56,4.53,47.2,92.1,34.31,65.44
B00466,1392,4.11,2.66,33.3,87.7,35.51,69.18
B00467,159,3.67,1.93,41,36.6,48.57,94.18
B00468,34,3.35,1.41,35.6,27.8,49.51,98.07
B00469,1088,3.74,2.74,33.3,70.8,39.49,78.55
B00470,1472,3.74,1.39,49.8,89.9,35.85,65.66
B00471,1613,3.42,4.72,25.9,96.3,33.1,66.78
B00472,1687,3.55,1.85,36,93.3,32.21,65.55
B00473,1000,3.57,3.15,29.4,66.4,40.59,78.03
B00474,1904,3.26,2.04,24.9,107.1,31.91,63.04
B00475,442,3.31,2.94,41,46.5,45.74,89.24
B00476,1967,3.37,4.1,33.5,110,30.45,60.23
B00477,1091,3.45,0.55,44.9,71.3,38.45,74.67
B00478,117,3.84,2.07,43.2,33.1,49.44,96.29
B00479,1579,4.05,1.67,46.8,91.1,34.51,64.35
B00480,1565,3.2,2.66,33.5,90.4,33.48,66.15
B00481,1561,4.07,4.02,44.2,96.7,33.62,67.2
B00482,1411,3.53,2.22,44.7,81.7,34.93,67.69
B00483,1784,3.68,3.99,20.8,105,33.13,64.83
B00484,1155,4.18,0.64,31.4,75.8,37.82,74.75
B00485,1402,3.69,4.64,46.4,87.6,36.63,70.48
B00486,1045,4.1,2.79,29.2,76.4,39.91,79.57
B00487,1578,3.89,2.18,40.5,92.9,35.22,66.95
B00488,1536,3.73,4.68,49.5,96.1,34.25,64.62
B00489,178,3.97,3.65,34.7,33.6,48.1,94.45
B00490,490,3.24,4.61,39,54.5,44.37,89.72
B00491,813,3.8,2.34,20.7,61.9,41.69,83.64
B00492,453,3.33,1.46,27,53,46.27,89.73
B00493,871,3.84,3.97,29.8,66.8,41.24,80.02
B00494,1282,3.56,2.11,25.6,80.7,37.92,74.34
B00495,888,3.62,1.45,38.6,69.6,41.41,81.62
B00496,1756,3.91,2.46,31.7,103,33.34,65.51
B00497,641,3.56,3.14,20.8,52.9,43.56,87.98
B00498,1130,3.4,3.34,44.8,75.8,39.49,76.35
B00499,1182,3.41,2.55,21.9,72.6,37.93,77.5
B00500,1828,3.57,1.16,27.5,106.9,32.15,61.57
B00501,451,3.27,0.55,41.3,43.4,45.04,88.73
B00502,1641,3.7,3.43,24.4,94.5,33.4,68.46
B00503,776,3.91,2.56,49.7,63.6,41.87,79.48
B00504,1329,4.07,0.83,44.2,82.2,37.28,71.98
B00505,1099,3.46,2.4,36.6,69.4,38.86,74.55
B00506,699,3.44,1.01,48.8,58.2,43.57,83.39
B00507,294,3.49,1.96,44.3,43.6,46.66,93.01
B00508,165,3.73,1.67,29.6,35.3,47.91,97.1
B00509,1588,3.7,4.85,40.7,96.5,33.27,64.06
